ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
425,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Pakistan HMIS,pakistan_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
426,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Republic of the Congo HMIS,republic_of_the_congo_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
427,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Rwanda HMIS,rwanda_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
428,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Senegal HMIS,senegal_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
429,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Sierra Leone HMIS,sierra_leone_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
430,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Solomon Islands HMIS,solomon_islands_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
431,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Somalia HMIS,somalia_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
432,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,South Africa HMIS,south_africa_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
433,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Sri Lanka HMIS,sri_lanka_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
434,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Sudan HMIS,sudan_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
435,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Tajikistan HMIS,tajikistan_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
436,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Zanzibar HMIS,zanzibar_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
437,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Tanzania HMIS,tanzania_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
438,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Togo HMIS,togo_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
439,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Uganda HMIS,uganda_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
440,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Vanuatu HMIS,vanuatu_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
441,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Vietnam HMIS 2,vietnam_hmis_2,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
442,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Zambia HMIS,zambia_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
443,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Zimbabwe HMIS,zimbabwe_hmis,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
444,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,NTD LF pre-TAS and TAS survey,ntd_lf_pretas_and_tas_survey,RTI International,Digital Health Atlas,,
445,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,NTD LF TAS and Coverage Surveys,ntd_lf_tas_and_coverage_surveys,RTI International,Digital Health Atlas,,
446,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,NTD SCH-STH prevalance survey,ntd_schsth_prevalance_survey,RTI International,Digital Health Atlas,,
447,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,NTD LF TAS survey,ntd_lf_tas_survey,RTI International,Digital Health Atlas,,
448,Health,,,,,,,,,,DYNAMIC,dynamic,,Digital Health Atlas,,
449,"Digital, Data, and Technology",Health,,Data Collection,Data Management,,,,,,mHealth with ESPEN Collect,mhealth_with_espen_collect,Inter-American Development Bank (IADB),Digital Health Atlas,,
450,"Digital, Data, and Technology",Health,,Data Collection,Neonatal,,,,RapidPro,,PROMPTS - Promoting Mothers during Pregnancy through SMS,prompts__promoting_mothers_durin,,Digital Health Atlas,,
451,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,CommCare,,Informed Push Model - Yeksi-Naa,informed_push_model__yeksinaa,Intrahealth International; Dimagi; Inter-American Development Bank (IADB),Digital Health Atlas,,
452,Health,,,,,,,,,,Complete Health,complete_health,,Digital Health Atlas,,
453,"Digital, Data, and Technology",Social Development and Education,Health,E-learning,Platform Creation,Gender,,,,,"Game of Choice, Not Chance",game_of_choice_not_chance,Girl Effect,Digital Health Atlas,,
454,Health,,,,,,,,,,EPI MIS,epi_mis,World Health Organization (WHO),Digital Health Atlas,,
455,Health,,,,,,,,,,Child Electronic Registration and Vaccination (CERV),child_electronic_registration_an,,Digital Health Atlas,,
456,"Digital, Data, and Technology",Health,,Platform Creation,Neonatal,,,,,,Fetal Monitoring device and mobile decision support,fetal_monitoring_device_and_mobi,UNICEF Ventures Fund; D-Tree International; UNICEF Innovation Fund,Digital Health Atlas,,
457,Health,,,,,,,,,,Data Collection Tools and Dashboards for Measles SIA Campaign,data_collection_tools_and_dashbo,,Digital Health Atlas,,
458,Health,,,,,,,,,,"TB Decision Support System, with RHINoVision",tb_decision_support_system_with,,Digital Health Atlas,,
459,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,"HIV/AIDS Decision Support System, with RHINoVision",hivaids_decision_support_system,,Digital Health Atlas,,
460,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,DHIS2 (District Health Information System 2),dhis2_district_health_informatio,World Health Organization (WHO),Digital Health Atlas,,
461,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eBMSIS (Electronic Bhutan Medical Supply Inventory System),ebmsis_electronic_bhutan_medical,GFA Consulting Group,Digital Health Atlas,,
462,"Digital, Data, and Technology",Health,,Platform Creation,,,,,Blood Safety Information System,,Blood Transfusion System,blood_transfusion_system,World Health Organization (WHO),Digital Health Atlas,,
463,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,PACS (Picture Archiving and Communication system (PACS),pacs_picture_archiving_and_commu,Center for International Private Enterprise (CIPE),Digital Health Atlas,,
464,"Digital, Data, and Technology",Health,,Data Collection,,,,,Blood Safety Information System,,Polytech LIS,polytech_lis,Ecole Polytechnique Federale de Lausanne and ETH Zurich,Digital Health Atlas,,
465,Health,,,,,,,,,,Rücken innovative Schmerztherapie mit e-health für unsere Patienten (Rise-uP),rcken_innovative_schmerztherapie,,Digital Health Atlas,,
466,Health,,,,,,,,,,Télédermatologie TOGO,tldermatologie_togo,,Digital Health Atlas,,
467,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS Angola (SIGLOFA),openlmis_angola_siglofa,VillageReach,Digital Health Atlas,,
468,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS Benin (SIIL),openlmis_benin_siil,VillageReach; Digital Campus,Digital Health Atlas,,
469,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS Cote d'Ivoire (eSIGL),openlmis_cote_divoire_esigl,"John Snow, Inc. (JSI)",Digital Health Atlas,,
470,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS Guinea,openlmis_guinea,Catholic Relief Services (CRS),Digital Health Atlas,,
471,Health,,,,,,,,,,Etiona,etiona,,Digital Health Atlas,,
472,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,CommCare,,Guinea EVD contact Tracing,guinea_evd_contact_tracing,,Digital Health Atlas,,
473,"Digital, Data, and Technology",Health,,Data Collection,,,,,CommCare,,RDC EVD Contact Tracing,rdc_evd_contact_tracing,,Digital Health Atlas,,
474,Health,,,,,,,,,,"Expecting - information parents need to make decisions in pregnancy, birth and postpartum",expecting__information_parents_n,,Digital Health Atlas,,
475,Health,,,,,,,,,,Hospital Information Management System - HIMS Sri Lanka,hospital_information_management,,Digital Health Atlas,,
476,"Digital, Data, and Technology",Health,,Data Management and Policy,,Family Planning,,,DHIS2,,Electronic Reproductive Health Management Information System - eRHMIS,electronic_reproductive_health_m,,Digital Health Atlas,,
477,"Digital, Data, and Technology",Health,,Data Management and Policy,,Family Planning,,,DHIS2,,Malawi German Health Programme (MGHP),malawi_german_health_programme_m,Inter-American Development Bank (IADB),Digital Health Atlas,,
478,Health,,,,,,,,,,Recycling and Upcycling Programme (ReUp),recycling_and_upcycling_programm,UNICEF Ventures Fund; UNICEF Innovation Fund,Digital Health Atlas,,
479,"Digital, Data, and Technology",Health,Social Development and Education,E-learning,,,,,,,Community Health Education by Tele-health,community_health_education_by_te,Inter-American Development Bank (IADB),Digital Health Atlas,,
480,Health,,,,,,,,,,INDIA EBUS - Brain Oriented Care in NICU,india_ebus__brain_oriented_care,,Digital Health Atlas,,
481,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Electronic Mental Health Management Information System,electronic_mental_health_managem,,Digital Health Atlas,,
482,Health,,,,,,,,,,Development and implementation of artificial intelligence for treatment and management of treatment plans.,development_and_implementation_o,,Digital Health Atlas,,
483,"Digital, Data, and Technology",,,Data Management and Policy,,,,,,,National Human Resource Information System (NHRIS),national_human_resource_informat,World Health Organization (WHO),Digital Health Atlas,,
484,Health,,,,,,,,,,eHospital - Dompe (Hospital Health Information Management System HHIMS),ehospital__dompe_hospital_health,,Digital Health Atlas,,
485,Health,,,,,,,,,,National Blood Transfusion Service Information System (NBTSIS),national_blood_transfusion_servi,,Digital Health Atlas,,
486,"Digital, Data, and Technology",Health,,Data Management and Policy,,Infectious Diseases,,,DHIS2,,Quarantine Health Record Management and Surveillance System (QHRMS),quarantine_health_record_managem,,Digital Health Atlas,,
487,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Electronic Monthly Statistics Reporting System (eMSRS) - National Blood Transfusion Service,electronic_monthly_statistics_re,,Digital Health Atlas,,
488,Health,,,,,,,,,,Leprosy Health Information System (LeIS) - Sri Lanka,leprosy_health_information_syste,,Digital Health Atlas,,
489,Health,,,,,,,,,,Accident and Emergency Information System and OPD Information System - NHSL,accident_and_emergency_informati,,Digital Health Atlas,,
490,Health,,,,,,,,,,Health Information Management System- Anti Malaria Campaign - Sri Lanka,health_information_management_sy,,Digital Health Atlas,,
491,Health,,,,,,,,,,Medical Supplies Management  Information System (MSMIS),medical_supplies_management_info,,Digital Health Atlas,,
492,"Digital, Data, and Technology",Health,,Data Management and Policy,,Nutrition,,,DHIS2,,District Nutrition Monitoring System - DNMS,district_nutrition_monitoring_sy,,Digital Health Atlas,,
493,Health,,,,,,,,,,Electronic Indoor Morbidity and Mortality Reporting system(eIMMR),electronic_indoor_morbidity_and,,Digital Health Atlas,,
494,Health,,,,,,,,,,eHealth project - Base Hospital - Awissawella (Hospital Health information management System: HHIMS),ehealth_project__base_hospital_,,Digital Health Atlas,,
495,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Health Facility Survey Management System (HFSM),health_facility_survey_managemen,World Health Organization (WHO),Digital Health Atlas,,
496,Health,,,,,,,,,,Human Resource Management Information System (HRMIS),human_resource_management_inform,,Digital Health Atlas,,
497,Health,,,,,,,,,,Electronic Information Management System (EIMS),electronic_information_managemen,,Digital Health Atlas,,
498,Health,,,,,,,,,,Stre@mline,stremline,,Digital Health Atlas,,
499,Health,,,,,,,,,,Laboratory Based Dengue Surveillance System,laboratory_based_dengue_surveill,,Digital Health Atlas,,
500,"Digital, Data, and Technology",Health,,Data Management and Policy,,Gender,,,DHIS2,,Cervical And Breast Cancer Screening Program,cervical_and_breast_cancer_scree,"DHIS2; John Snow, Inc. (JSI)",Digital Health Atlas,,
501,"Digital, Data, and Technology",Health,,Data Collection,Gender,Neonatal,,,,,eRegistry,eregistry,"Department of Global Health, University of Washington",Digital Health Atlas,,
502,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Health Systems Strengthening - phase III,health_systems_strengthening__ph,World Health Organization (WHO); iTech Mission Private Limited (iTM),Digital Health Atlas,,
503,Health,,,,,,,,,,Apprevenir,apprevenir,,Digital Health Atlas,,
504,Health,,,,,,,,,,Meilleur santé accessible à tous,meilleur_sant_accessible__tous,,Digital Health Atlas,,
505,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,COMET,comet,International Rescue Committee (IRC),Digital Health Atlas,,
506,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,OpenMRS,,Community Health Information Tracking System,community_health_information_tra,,Digital Health Atlas,,
507,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,JADE,jade,Jhpiego,Digital Health Atlas,,
508,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,JS3,js3,,Digital Health Atlas,,
509,"Digital, Data, and Technology",Health,,Data Management and Policy,Gender,,,,DHIS2,,SRC,src,,Digital Health Atlas,,
510,"Digital, Data, and Technology",Health,"Security, Peace, Reconstruction",Data Management and Policy,Data Collection,Gender,Peace and Security,,DHIS2,,imPact,impact,Digital Health Impact (DHIT),Digital Health Atlas,,
511,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,Cost Implementation Plan,cost_implementation_plan,,Digital Health Atlas,,
512,"Digital, Data, and Technology",Social Development and Education,,Data Management and Policy,,,,,DHIS2,,Pathfinder's MERL enterprise system,pathfinders_merl_enterprise_syst,Pathfinder International,Digital Health Atlas,,
513,"Digital, Data, and Technology",Health,,Data Management and Policy,Nutrition,,,,DHIS2,,ADVISE,advise,,Digital Health Atlas,,
514,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,MSF OCG,msf_ocg,,Digital Health Atlas,,
515,"Digital, Data, and Technology",Social Development and Education,,Platform Creation,E-learning,,,,Moodle,,Formación en Informática Biomédica y Salud Digital,formacin_en_informtica_biomdica,,Digital Health Atlas,,
516,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,CommCare,,USAID ACCESS m-health initiative,usaid_access_mhealth_initiative,Dimagi,Digital Health Atlas,,
517,"Digital, Data, and Technology",Health,,Platform Creation,Capacity Development ,,,,DHIS2,,HNQIS - Health Network Quality Improvement System,hnqis__health_network_quality_im,Inter-American Development Bank (IADB); PSI ,Digital Health Atlas,,
518,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,HIFA (Healthcare Information For All),hifa_healthcare_information_for,World Health Organization (WHO),Digital Health Atlas,,
519,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Angola, Praekelt.org",openhim_angola_praekeltorg,Praekelt.org,UNICEF Covid,,
520,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Bangladesh, Praekelt.org",openhim_bangladesh_praekeltorg,Praekelt.org,UNICEF Covid,,
521,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Burkina Faso, Praekelt.org",openhim_burkina_faso_praekeltorg,Praekelt.org,UNICEF Covid,,
522,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Djibouti, Praekelt.org",openhim_djibouti_praekeltorg,Praekelt.org,UNICEF Covid,,
523,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Ethiopia, Praekelt.org",openhim_ethiopia_praekeltorg,Praekelt.org,UNICEF Covid,,
524,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, India, Praekelt.org",openhim_india_praekeltorg,Praekelt.org,UNICEF Covid,,
526,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Jamaica, Praekelt.org",openhim_jamaica_praekeltorg,Praekelt.org,UNICEF Covid,,
527,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Madagascar, Praekelt.org",openhim_madagascar_praekeltorg,Praekelt.org,UNICEF Covid,,
528,,,,,,,,,,,"iHRIS, Malawi, Chemonics",ihris_malawi_chemonics,Chemonics,UNICEF Covid,"no link, no info",
529,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,"OpenHIM, Malawi, Praekelt.org",openhim_malawi_praekeltorg,Praekelt.org,UNICEF Covid,,
